time,open,high,low,close,volume
1438905600,2.83162,3.52499,2.59042,2.78972,0
1438992000,2.78972,2.79795,0.732233,0.804941,0
1439078400,0.804941,0.87981,0.631633,0.748064,0
1439164800,0.748064,0.748064,0.650267,0.704063,0
1439251200,0.704063,1.11791,0.670157,1.05199,0
1439337600,1.05199,1.28021,0.93891,1.25885,0
1439424000,1.25885,1.93963,1.18044,1.85099,0
1439510400,1.85099,2.22679,1.83042,1.83042,0
1439596800,1.83042,1.87724,1.59183,1.69197,0
1439683200,1.69197,1.69197,1.12694,1.48124,0
1439769600,1.48124,1.56603,1.20089,1.20786,0
1439856000,1.20786,1.3201,1.11556,1.26834,0
1439942400,1.26834,1.31799,1.17195,1.26799,0
1440028800,1.26799,1.53046,1.2534,1.49242,0
1440115200,1.49242,1.55526,1.39912,1.43348,0
1440201600,1.43348,1.47576,1.37198,1.3904,0
1440288000,1.3904,1.40365,1.31383,1.3597,0
1440374400,1.3597,1.3597,1.25061,1.25061,0
1440460800,1.25061,1.25061,1.15005,1.16825,0
1440547200,1.16825,1.20108,1.07725,1.16657,0
1440633600,1.16657,1.18558,1.14248,1.14248,0
1440720000,1.14248,1.20723,1.12382,1.19661,0
1440806400,1.19661,1.20657,1.15443,1.18719,0
1440892800,1.18719,1.36799,1.17454,1.32773,0
1440979200,1.32773,1.38519,1.2119,1.35427,0
1441065600,1.35427,1.39274,1.34315,1.35453,0
1441152000,1.35453,1.35453,1.28206,1.28978,0
1441238400,1.28978,1.30999,1.22388,1.27205,0
1441324800,1.27205,1.30252,1.23799,1.28038,0
1441411200,1.28038,1.3423,1.27234,1.33422,0
1441497600,1.33422,1.37157,1.29691,1.29844,0
1441584000,1.29844,1.30231,1.24249,1.24443,0
1441670400,1.24443,1.28008,1.23476,1.23476,0
1441756800,1.23476,1.26048,1.20693,1.21948,0
1441843200,1.21948,1.21955,1.13802,1.16758,0
1441929600,1.16758,1.16993,0.945633,0.979463,0
1442016000,0.979463,1.10676,0.973597,1.04404,0
1442102400,1.04404,1.04404,0.917519,0.942978,0
1442188800,0.942978,0.949387,0.87369,0.878945,0
1442275200,0.878945,1.04551,0.878945,0.944162,0
1442361600,0.944162,0.951263,0.904175,0.904175,0
1442448000,0.904175,0.90695,0.838742,0.87475,0
1442534400,0.87475,0.886781,0.837073,0.852036,0
1442620800,0.852036,0.911883,0.834555,0.887568,0
1442707200,0.887568,0.947741,0.875112,0.947741,0
1442793600,0.947741,0.956595,0.882612,0.915485,0
1442880000,0.915485,0.919047,0.869818,0.900873,0
1442966400,0.900873,0.907817,0.886432,0.89531,0
1443052800,0.89531,0.905979,0.815913,0.818385,0
1443139200,0.818385,0.825665,0.729898,0.740991,0
1443225600,0.740991,0.785929,0.716408,0.785929,0
1443312000,0.785929,0.791277,0.721488,0.721488,0
1443398400,0.721488,0.724006,0.586728,0.592411,0
1443484800,0.592411,0.675553,0.570101,0.660874,0
1443571200,0.660874,0.741767,0.636065,0.72554,0
1443657600,0.72554,0.731493,0.656804,0.685201,0
1443744000,0.685201,0.690814,0.655761,0.676397,0
1443830400,0.676397,0.709204,0.675613,0.687166,0
1443916800,0.687166,0.693126,0.663306,0.66482,0
1444003200,0.66482,0.673942,0.626678,0.631597,0
1444089600,0.631597,0.653944,0.61014,0.653944,0
1444176000,0.653944,0.656301,0.605299,0.610834,0
1444262400,0.610834,0.631612,0.593559,0.626156,0
1444348800,0.626156,0.692296,0.621716,0.651403,0
1444435200,0.651403,0.651403,0.626875,0.627045,0
1444521600,0.627045,0.639506,0.619282,0.634807,0
1444608000,0.634807,0.657789,0.62818,0.628556,0
1444694400,0.628556,0.63024,0.599758,0.60492,0
1444780800,0.60492,0.611842,0.490826,0.527999,0
1444867200,0.527999,0.571756,0.518674,0.55996,0
1444953600,0.55996,0.568768,0.52539,0.53614,0
1445040000,0.53614,0.56346,0.527633,0.548025,0
1445126400,0.548025,0.551866,0.514461,0.514461,0
1445212800,0.514461,0.521546,0.484491,0.488678,0
1445299200,0.488678,0.501898,0.434447,0.434447,0
1445385600,0.434447,0.482988,0.424188,0.441415,0
1445472000,0.441415,0.605191,0.423512,0.583846,0
1445558400,0.583846,0.611743,0.514059,0.522124,0
1445644800,0.522124,0.574343,0.520024,0.570135,0
1445731200,0.570135,0.687019,0.563769,0.647926,0
1445817600,0.647926,0.750088,0.599146,0.750088,0
1445904000,0.750088,0.898172,0.731089,0.869006,0
1445990400,0.869006,1.05579,0.820061,1.01336,0
1446076800,1.01336,1.19563,0.956836,1.16904,0
1446163200,1.16904,1.33994,0.999825,1.04868,0
1446249600,1.04868,1.05048,0.908377,0.908445,0
1446336000,0.908445,1.0709,0.904685,1.06304,0
1446422400,1.06304,1.09529,0.960432,0.969107,0
1446508800,0.969107,1.06816,0.957434,1.00497,0
1446595200,1.00497,1.0336,0.766014,0.913638,0
1446681600,0.913638,0.986589,0.86787,0.896974,0
1446768000,0.896974,0.975849,0.862553,0.90771,0
1446854400,0.90771,0.943787,0.870475,0.92408,0
1446940800,0.92408,1.03268,0.92028,1.03268,0
1447027200,1.03268,1.10642,0.956566,1.00959,0
1447113600,1.00959,1.05075,0.927056,0.928601,0
1447200000,0.928601,0.945278,0.75536,0.797135,0
1447286400,0.797135,0.91237,0.769032,0.90608,0
1447372800,0.90608,0.917185,0.856358,0.898314,0
1447459200,0.898314,0.905285,0.883838,0.890428,0
1447545600,0.890428,0.920991,0.885206,0.913996,0
1447632000,0.913996,0.944732,0.892811,0.936584,0
1447718400,0.936584,1.03295,0.910912,0.994376,0
1447804800,0.994376,1.01093,0.94315,0.999144,0
1447891200,0.999144,1.00675,0.944221,0.95374,0
1447977600,0.95374,0.955532,0.901869,0.929096,0
1448064000,0.929096,0.978743,0.921928,0.97361,0
1448150400,0.97361,0.983001,0.962112,0.965312,0
1448236800,0.965312,0.968857,0.936978,0.94566,0
1448323200,0.94566,0.948055,0.909773,0.911321,0
1448409600,0.911321,0.911321,0.857143,0.868019,0
1448496000,0.868019,0.895461,0.822203,0.890382,0
1448582400,0.890382,0.897396,0.866737,0.87066,0
1448668800,0.87066,0.928517,0.866476,0.918607,0
1448755200,0.918607,0.918607,0.864483,0.872049,0
1448841600,0.872049,0.893696,0.852122,0.877305,0
1448928000,0.877305,0.885132,0.856319,0.875517,0
1449014400,0.875517,0.878017,0.825231,0.825231,0
1449100800,0.825231,0.836284,0.791756,0.824905,0
1449187200,0.824905,0.859575,0.803751,0.843159,0
1449273600,0.843159,0.872821,0.828725,0.867179,0
1449360000,0.867179,0.882436,0.837647,0.84216,0
1449446400,0.84216,0.848643,0.79337,0.802939,0
1449532800,0.802939,0.823645,0.783456,0.823645,0
1449619200,0.823645,0.823645,0.775487,0.79138,0
1449705600,0.79138,0.860243,0.787922,0.845622,0
1449792000,0.845622,0.928311,0.826119,0.917787,0
1449878400,0.917787,1.04537,0.917787,0.980361,0
1449964800,0.980361,0.985552,0.940582,0.960356,0
1450051200,0.960356,1.0131,0.957739,0.994399,0
1450137600,0.994399,1.02884,0.986255,1.01259,0
1450224000,1.01259,1.01803,0.984984,0.989091,0
1450310400,0.989091,0.99739,0.911819,0.940491,0
1450396800,0.940491,0.940701,0.908741,0.920245,0
1450483200,0.920245,0.923017,0.891706,0.9049,0
1450569600,0.9049,0.943185,0.904756,0.905563,0
1450656000,0.905563,0.91739,0.895975,0.901845,0
1450742400,0.901845,0.909526,0.866,0.871697,0
1450828800,0.871697,0.88294,0.857485,0.859144,0
1450915200,0.859144,0.882106,0.850404,0.862661,0
1451001600,0.862661,0.881724,0.862661,0.871295,0
1451088000,0.871295,0.897057,0.847005,0.858355,0
1451174400,0.858355,0.859714,0.843032,0.859714,0
1451260800,0.859714,0.872394,0.837494,0.846068,0
1451347200,0.846068,0.870488,0.833694,0.870488,0
1451433600,0.870488,0.93852,0.867321,0.90929,0
1451520000,0.90929,0.971022,0.90929,0.933689,0
1451606400,0.933689,0.954425,0.933055,0.952334,0
1451692800,0.952334,0.967029,0.939607,0.939607,0
1451779200,0.939607,0.990845,0.935777,0.973616,0
1451865600,0.973616,0.975985,0.93187,0.958377,0
1451952000,0.958377,0.970597,0.946663,0.953047,0
1452038400,0.953047,0.960659,0.939022,0.957733,0
1452124800,0.957733,0.971086,0.939895,0.94708,0
1452211200,0.94708,0.988671,0.942005,0.988671,0
1452297600,0.988671,0.991169,0.975125,0.987992,0
1452384000,0.987992,1.00103,0.976004,0.996282,0
1452470400,0.996282,1.06949,0.996282,1.05824,0
1452556800,1.05824,1.28283,1.05536,1.16367,0
1452643200,1.16367,1.16367,1.08028,1.12857,0
1452729600,1.12857,1.17683,1.10888,1.17683,0
1452816000,1.17683,1.3187,1.16068,1.23374,0
1452902400,1.23374,1.29193,1.18969,1.2291,0
1452988800,1.2291,1.31291,1.20815,1.31291,0
1453075200,1.31291,1.5429,1.31291,1.40886,0
1453161600,1.40886,1.46469,1.31233,1.37696,0
1453248000,1.37696,1.60763,1.36426,1.56362,0
1453334400,1.56362,1.57909,1.49474,1.54968,0
1453420800,1.54968,1.57253,1.47293,1.49679,0
1453507200,1.49679,2.03012,1.49679,2.0147,0
1453593600,2.0147,2.29617,1.96088,2.15436,0
1453680000,2.15436,2.66258,2.07034,2.48256,0
1453766400,2.48256,2.82578,2.08377,2.18663,0
1453852800,2.18663,2.58659,2.18663,2.40528,0
1453939200,2.40528,2.65595,2.36661,2.52491,0
1454025600,2.52491,2.60228,2.38242,2.5064,0
1454112000,2.5064,2.60584,2.43224,2.43224,0
1454198400,2.43224,2.53097,2.21542,2.35908,0
1454284800,2.35908,2.35908,2.13285,2.22746,0
1454371200,2.22746,2.43655,2.16078,2.42778,0
1454457600,2.42778,2.53402,2.34727,2.52427,0
1454544000,2.52427,2.6182,2.44906,2.58244,0
1454630400,2.58244,2.60199,2.47685,2.5369,0
1454716800,2.5369,2.55782,2.47349,2.53268,0
1454803200,2.53268,3.05473,2.53268,2.96829,0
1454889600,2.96829,3.27428,2.92454,3.20137,0
1454976000,3.20137,3.89165,3.17372,3.89165,0
1455062400,3.89165,4.86144,3.89165,4.42635,0
1455148800,4.42635,6.29223,4.39591,5.99144,0
1455235200,5.99144,6.55214,5.33376,5.51757,0
1455321600,5.51757,5.66462,4.314,5.33418,0
1455408000,5.33418,5.46506,4.57658,5.27387,0
1455494400,5.27387,5.86678,5.03831,5.29946,0
1455580800,5.29946,5.44327,4.12904,4.36842,0
1455667200,4.36842,4.76707,3.57761,3.76113,0
1455753600,3.76113,4.67947,3.47771,4.43195,0
1455840000,4.43195,4.79322,4.33113,4.54919,0
1455926400,4.54919,4.75406,4.18433,4.35823,0
1456012800,4.35823,4.71151,4.25016,4.71151,0
1456099200,4.71151,5.64571,4.66695,5.64571,0
1456185600,5.64571,5.9347,5.47813,5.62211,0
1456272000,5.62211,6.2348,5.55304,6.15868,0
1456358400,6.15868,6.64741,5.72699,5.96317,0
1456444800,5.96317,6.26687,5.7563,5.94264,0
1456531200,5.94264,6.52692,5.92511,6.35817,0
1456617600,6.35817,6.59792,6.27617,6.44995,0
1456704000,6.44995,6.61226,6.16405,6.33574,0
1456790400,6.33574,7.90864,6.32336,7.62301,0
1456876800,7.62301,8.74591,7.43755,8.48898,0
1456963200,8.48898,10.0936,8.36887,9.52993,0
1457049600,9.52993,10.1701,8.57659,10.1514,0
1457136000,10.1514,12.274,10.0491,11.168,0
1457222400,11.168,11.7588,10.2145,11.1925,0
1457308800,11.1925,11.6519,9.49019,9.49019,0
1457395200,9.49019,10.1664,8.84723,9.8375,0
1457481600,9.8375,12.0495,9.69572,12.0339,0
1457568000,12.0339,12.2393,11.0978,11.2641,0
1457654400,11.2641,11.5999,10.4618,11.2725,0
1457740800,11.2725,13.5325,11.1574,13.4388,0
1457827200,13.4388,15.1929,13.4388,15.0377,0
1457913600,15.0377,15.0377,12.5291,12.5291,0
1458000000,12.5291,13.1978,12.1199,13.0029,0
1458086400,13.0029,13.7036,12.7767,12.8699,0
1458172800,12.8699,12.8699,10.5748,10.9904,0
1458259200,10.9904,11.1675,8.70627,10.8438,0
1458345600,10.8438,11.2037,9.86471,10.5558,0
1458432000,10.5558,10.9038,9.72825,10.4011,0
1458518400,10.4011,12.0149,10.2034,11.888,0
1458604800,11.888,12.0027,11.3049,11.3127,0
1458691200,11.3127,12.4306,11.2885,12.4306,0
1458777600,12.4306,12.4626,10.9599,11.2638,0
1458864000,11.2638,11.3729,10.5709,10.682,0
1458950400,10.682,11.1708,10.6579,11.0814,0
1459036800,11.0814,11.0814,10.2561,10.4248,0
1459123200,10.4248,11.8092,10.4248,11.6965,0
1459209600,11.6965,11.9136,11.4121,11.7917,0
1459296000,11.7917,12.1705,11.4965,11.9495,0
1459382400,11.9495,11.9955,11.3578,11.399,0
1459468800,11.399,11.8504,11.399,11.6707,0
1459555200,11.6707,11.6841,11.4294,11.6004,0
1459641600,11.6004,11.6984,11.5141,11.5907,0
